,place_name,bedroom,area,kecamatan,city,final_price,date,final_mortage_monthly
90816,"Apartemen Mewah, Lokasi Stategis, Cukup Bayar 5 Jt Dpt Aset 600jt. Metro Garden Apartemen",1.0,32.0,Karang Tengah,Tangerang,635000000.0,31/03/2023,4000000.0
90833,"Bosan Sewa Miliki Apartemen Cukup Bayar 5jt Langsung Akad, Lokasi Strategis 1 Menit Pintu Toll, Fasilitas Lengkap. Metro Garden Apartemen",1.0,32.0,Karang Tengah,Tangerang,635000000.0,31/03/2023,4000000.0
90851,"Cari Apartemen Siap Pakai, Bayar 5jt Langsung Akad, Proses Ga Ribet, Dpt Furnished. Metro Garden Apartemen",1.0,32.0,Karang Tengah,Tangerang,635000000.0,31/03/2023,4000000.0
90870,"Apartemen Murah Fasilitas Dan Lokasi Bintang 5. Siap Huni, Hanya di Metro Garden, Tanggerang",1.0,32.0,Karang Tengah,Tangerang,635000000.0,31/03/2023,4000000.0
90890,"Metro Garden Apartemen, Bayar 5jt Dpt Properti Senilai 600jt. Unit Ready. Selangkah Ke Bsd",1.0,32.0,Karang Tengah,Tangerang,635000000.0,31/03/2023,4000000.0
90891,"Apartemen Metro Garden, 5jt Lansung Akad, Free Furnised, 1 Menit Ke Pintu Toll, Dekat Bsd",1.0,32.0,Karang Tengah,Tangerang,635000000.0,31/03/2023,4000000.0
90893,"Apartemen U Residence Tower 1, Karawaci Tangerang",2.0,71.0,Lippo Karawaci,Tangerang,1200000000.0,07/03/2023,8000000.0
90896,Apartemen U Residence Karawaci Studio Lantai Tinggi Semi Furnished,1.0,35.0,Karawaci,Tangerang,700000000.0,07/03/2023,5000000.0
90900,Dijual Apartemen Tokyo Riverside Type Studio Kosongan Ada Ac,1.0,21.0,Teluk Naga,Tangerang,260000000.0,07/03/2023,1000000.0
90905,Lloyd Siganture Apartement Cantik Kondisi Masih Baru .ynt,2.0,106.0,Alam Sutera,Tangerang,3300000000.0,29/03/2023,23000000.0
90911,"Apartemen Brooklyn Soho ,mezanine , Ff ,di Alam Sutera Tangerang",1.0,81.0,Alam Sutera,Tangerang,1850000000.0,07/03/2023,13000000.0
90918,Dijual Unit Apartemen Primary di Upper West Bsd Tangerang,1.0,42.0,Tangerang Kota,Tangerang,1430000000.0,07/03/2023,10000000.0
90926,Jual Cepat Bu Apartemen Roseville Soho And Suites Furnished Di Bsd,1.0,80.0,BSD City,Tangerang,580000000.0,07/03/2023,4000000.0
90935,Apartemen Skandinavia siap huni 120x cicil developer,2.0,44.0,Tangerang Kota,Tangerang,1200000000.0,07/03/2023,8000000.0
90945,"Apartemen Metro Garden, 2 BR, Luas 39,2m2, bisa KPA, dekat ke tol",2.0,39.0,Karang Tengah,Tangerang,680000000.0,04/04/2023,4000000.0
90956,Asatti Garden House Investasi Menguntungkan Siap Pakai di Bsd,3.0,61.0,BSD City,Tangerang,1210000000.0,07/03/2023,8000000.0
90981,Dijual Apartemen LLOYD Signature Alam Sutera Tangerang Furnished,2.0,106.0,Alam Sutera,Tangerang,3300000000.0,07/03/2023,23000000.0
90995,Asatti Garden House Siap Huni Investasi Bagus Terbaik di Bsd,1.0,35.0,BSD City,Tangerang,682000000.0,07/03/2023,4000000.0
91010,Apartemen LLOYD Alam Sutera Baru Semi Furnished,2.0,106.0,Alam Sutera,Tangerang,3300000000.0,07/03/2023,23000000.0
91026,Asatti Garden House Siap Huni View Kolam Renang Bagus di Bsd,1.0,35.0,BSD City,Tangerang,691000000.0,07/03/2023,4000000.0
91043,"Dijual apartement lloyd signature, SEMIFURNISH. NEGO TIPIS!",2.0,106.0,Alam Sutera,Tangerang,3300000000.0,21/03/2023,23000000.0
91061,Jual Bagus Apartemen U Residence Selangkah Menuju Uph ,1.0,36.0,Lippo Karawaci,Tangerang,750000000.0,07/03/2023,5000000.0
91101,Jual Apartmen Saumata Alam Sutera Tinggal Bawa Koper Siap Huni,2.0,124.0,Alam Sutera,Tangerang,4000000000.0,07/03/2023,28000000.0
91103,Dijual Dibawah Harga Pasaran. Apartemen Studio Di Gading Serpong,1.0,22.0,Gading Serpong,Tangerang,400000000.0,21/03/2023,2000000.0
91106,Jual Studio Padina Soho And Residence Baru Semi Furnished,1.0,24.0,Daan Mogot,Tangerang,550000000.0,07/03/2023,3000000.0
91110,Apartment 1 Bedroom di Treepark BSD,1.0,37.0,BSD City,Tangerang,650000000.0,07/03/2023,4000000.0
91115,Apartemen The Smith full furnished Alam Sutera,1.0,36.0,Alam Sutera,Tangerang,1250000000.0,07/03/2023,8000000.0
91128,Apartment Luxury 1 Bedroom di BRANZ BSD,1.0,42.0,BSD City,Tangerang,1450000000.0,23/03/2023,10000000.0
91136,Apartemen saumata alam sutera full furnish siap huni,3.0,231.0,Alam Sutera,Tangerang,10000000000.0,07/03/2023,71000000.0
91145,PACIFIC GARDEN CAMPUS TOWN BINUS--BUNDAMULIA--SWISSGERMAN,1.0,26.0,Alam Sutera,Tangerang,665000000.0,06/03/2023,4000000.0
91155,Apartemen Ayodhya Tangerang Dekat Transmart,1.0,30.0,Tangerang Kota,Tangerang,470000000.0,07/03/2023,3000000.0
91166,"DIJUAL CEPAT MURAH APARTEMEN INTERMARK BSD CITY, BAGUS,FULL FURNISHE,DESIGN RUANG CANTIK,RAPI SIAP HUNI,LUAS 66.25M2 HUBUNGI. VONNY 082122568925",1.0,66.0,BSD,Tangerang,2350000000.0,06/03/2023,16000000.0
91178,Apartemen Furnish Murah Siap Huni Di Apartemen Saumata Alam Sutera,2.0,231.0,Alam Sutera,Tangerang,10000000000.0,06/03/2023,71000000.0
91191,Apartemen di central karawaci,1.0,28.0,Lippo Karawaci,Tangerang,370000000.0,06/03/2023,2000000.0
91205,Dijual Apartemen U Residence 3 Tower 3 Lippo Karawaci Tangerang,1.0,35.0,Lippo Karawaci,Tangerang,800000000.0,06/03/2023,5000000.0
91220,Dijual Apartment U Residence 3 Karawaci Studio ,1.0,35.0,Karawaci,Tangerang,750000000.0,06/06/2023,5000000.0
91236,Apartemen Murah Casa De Parco Bsd,1.0,54.0,BSD,Tangerang,750000000.0,06/03/2023,5000000.0
91253,Nego Sampai Deal Apartemen 2br The Lloyd Alam Sutera,2.0,90.0,Alam Sutera,Tangerang,2300000000.0,06/03/2023,16000000.0
91271,APARTEMEN SIAP HUNI DIPUSAT KOTA TANGERANG BY ALAM SUTERA GROUP,2.0,38.0,Cikokol,Tangerang,580000000.0,06/03/2023,4000000.0
91290,Apartement 2br Fully Furnished View Botanical Park,2.0,90.0,BSD,Tangerang,3600000000.0,06/03/2023,25000000.0
91310,Jual Apartemen Bsd City Upper West Tipe Soho 2 BR Bsd City ,2.0,117.0,BSD City,Tangerang,4590000000.0,06/03/2023,32000000.0
91313,"Apartemet,Soho Premium,terletak dikawasan jantung utama BSD.Dikelilingi Perkantoran dg gedung yg YG sangat mewah,Hotel Mercure,Aeon Mall,ICCE.Apartement bisa langsung dipakai Usaha,Tempat Bisnis ",1.0,44.0,BSD,Tangerang,1500000000.0,06/03/2023,10000000.0
91316,"Apartement Midtown Avery 2br Sg 45,57 Harga Rp. 610jt Nett",2.0,45.0,Gading Serpong,Tangerang,610000000.0,06/06/2023,4000000.0
91320,Brooklyn Soho Alam Sutera 2 Lantai Unfurnished View Alam Sutera,2.0,81.0,Alam Sutera,Tangerang,1800000000.0,06/03/2023,12000000.0
91325,Aparteme Roseville Bsd,1.0,30.0,Benda,Tangerang,750000000.0,06/03/2023,5000000.0
91331,Apartemen Roseville,1.0,30.0,BSD,Tangerang,825000000.0,06/03/2023,5000000.0
91338,Apartememn Roseville,1.0,30.0,BSD,Tangerang,750000000.0,06/03/2023,5000000.0
91355,Apartemen Collins Tangerang,1.0,22.0,Gading Serpong,Tangerang,510000000.0,06/03/2023,3000000.0
91365,Jual Apartemen M town Signature Gading Serpong Tangerang Murah Siap Huni,2.0,55.0,Gading Serpong,Tangerang,1450000000.0,06/03/2023,10000000.0
91388,Apartement Fully Furnish Tipe Studio Di Gading Serpong,1.0,23.0,Gading Serpong,Tangerang,510000000.0,28/02/2023,3000000.0
91401,DIJUAL APARTMENT STUDIO SERPONG GARDEN,1.0,20.0,Cisauk,Tangerang,400000000.0,04/03/2023,2000000.0
91415,Apartemen Casa De Parco Furnished Baru,1.0,22.0,BSD,Tangerang,700000000.0,28/02/2023,5000000.0
91430,Dijual Cepat Apartment M town Fully Furnished di Gading Serpong,2.0,23.0,Gading Serpong,Tangerang,510000000.0,28/02/2023,3000000.0
91446,Apartemen Silkwood Bagus Furnished,1.0,46.0,Alam Sutera,Tangerang,750000000.0,28/02/2023,5000000.0
91463,Dijual Apartemen Saumata 2br+1 Full Furnished Private Lift,2.0,128.0,Alam Sutera,Tangerang,3700000000.0,28/02/2023,26000000.0
91481,Apartemen U Residences Baru Furnished,1.0,30.0,Lippo Karawaci,Tangerang,650000000.0,28/02/2023,4000000.0
91500,"Apartemen Lloyd Alam Sutera, 2 Br, Lantai 1, Murah",2.0,106.0,Alam Sutera,Tangerang,2350000000.0,28/02/2023,16000000.0
91520,Apartemen M Town 3br Siap Huni Gading Serpong,3.0,45.0,Gading Serpong,Tangerang,1000000000.0,28/02/2023,7000000.0
91521,Apartemen 1 BR Full Furnished Lengkap Kawasan Casa De Parco BSD,1.0,43.0,BSD,Tangerang,725000000.0,20/04/2023,5000000.0
91523,Dijual Japaneses Condominium At Alam Sutera Boulevard,2.0,93.0,Alam Sutera,Tangerang,2500000000.0,28/04/2023,17000000.0
91526,Apartemen Casa De Parco Furnished Bsd,1.0,26.0,BSD,Tangerang,530000000.0,28/02/2023,3000000.0
91530,Apartemen Baru SKYHOUSE BSD 2BR Tower Jervois Dekat Breeze Atma,2.0,48.0,BSD,Tangerang,1200000000.0,28/02/2023,8000000.0
91535,Dijual Cepat 2 Unit Apartemen Saumata Alam Sutera,3.0,161.0,Alam Sutera,Tangerang,6800000000.0,28/02/2023,48000000.0
91541,Dijual Cepat Apartemen Saumata Alam Sutera,3.0,161.0,Alam Sutera,Tangerang,3800000000.0,28/02/2023,27000000.0
91556,Apartemen Skyview Bsd 2br Ubah Jadi Studio Lantai 5 Full Furnished,1.0,31.0,BSD,Tangerang,275000000.0,28/02/2023,1000000.0
91565,Apartemen U residence tower 3 Studio Lippo Karawaci ,1.0,31.0,Lippo Karawaci,Tangerang,650000000.0,28/02/2023,4000000.0
91575,"Apartemen di U U Residences karawaci, luas 30m2, 650m2",1.0,30.0,Karawaci,Tangerang,650000000.0,28/02/2023,4000000.0
91586,"Di Jual Apartemen Scientia Tipe Studio, Bagus, Tangerang",1.0,26.0,Gading Serpong,Tangerang,430000000.0,28/02/2023,3000000.0
91598,Apartment Brooklyn Alamsutera Furnished,1.0,34.0,Alam Sutera,Tangerang,600000000.0,04/06/2023,4000000.0
91611,"Dijual Tuscany Apartemen Type 1BR + BSD,Els",1.0,37.0,BSD City,Tangerang,575000000.0,26/05/2023,4000000.0
91625,Apartemen 2 BR di Metro Garden. Kawasan Metkand Cyber Puri,2.0,39.0,Karang Tengah,Tangerang,700000000.0,28/02/2023,5000000.0
91640,"Apartemen M-Town Residence, luas 40m2, Semi Furnished, siap huni",1.0,41.0,Gading Serpong,Tangerang,850000000.0,27/02/2023,6000000.0
91656,Penthouse Apartemen Rainbow Spring Gading Serpong,3.0,105.0,Gading Serpong,Tangerang,2450000000.0,27/02/2023,17000000.0
91673,Jual Apartemen Elevee Alam Sutera Pet Friendly Lokasi Cbd 2 Menit Exit Tol Kunciran 42 Fasilitas,3.0,153.0,Alam Sutera,Tangerang,3000000000.0,27/02/2023,21000000.0
91710,Dijual Apartemen Lyodd Alam Sutera Tower R Luas 147m2,3.0,147.0,Alam Sutera,Tangerang,3100000000.0,06/03/2023,22000000.0
91730,Dijual Apartemen Saumata Suites Alam Sutera Luas 167m2 Semi Furnsh ,3.0,167.0,Alam Sutera,Tangerang,5400000000.0,06/03/2023,38000000.0
91731,Apartemen Silkwood 1br Di Alam Sutera,1.0,47.0,Alam Sutera,Tangerang,780000000.0,27/02/2023,5000000.0
91733,"Apartemen Mtown Residence Gading Serpong, jual rugi",1.0,23.0,Gading Serpong,Tangerang,350000000.0,15/04/2023,2000000.0
91736,Apartement 2 BR Bagus,2.0,38.0,Cikokol,Tangerang,500000000.0,28/03/2023,3000000.0
91740,Apartemen Furnish 1br Sangat Terjangkau di Marigold Bsd,1.0,50.0,BSD City,Tangerang,1500000000.0,15/03/2023,10000000.0
91745,Apartment Studio Sky House Di Bsd City Lantai 17,1.0,21.0,BSD,Tangerang,450000000.0,13/03/2023,3000000.0
91751,"Dijual Apartemen Osaka Riverview, Pik2, Kosambi, Tangerang",1.0,14.0,Kosambi,Tangerang,290000000.0,21/02/2023,2000000.0
91766,Dijual Bu Unit Apartemen Roseville Soho Serpong,1.0,30.0,BSD,Tangerang,580000000.0,27/04/2023,4000000.0
91775,APARTEMENT METRO GARDEN KARANG TENGAH TANGERANG,2.0,62.0,Karang Tengah,Tangerang,650000000.0,21/02/2023,4000000.0
91785,Apartment Luxury Saumata Alam Sutera 2+1 BR Penthouse,2.0,231.0,Alam Sutera,Tangerang,10000000000.0,21/02/2023,71000000.0
91796,Apartemen U Residence Baru Bizlofts,1.0,60.0,Lippo Karawaci,Tangerang,1600000000.0,21/02/2023,11000000.0
91808,Apartemen Cantik Furnish Siap Huni Rainbow Springs Condovillas,3.0,103.0,Gading Serpong,Tangerang,3500000000.0,21/02/2023,25000000.0
91821,Harga Bagus Apartemen U Residence Unfurnished Baru,1.0,35.0,Lippo Karawaci,Tangerang,575000000.0,17/03/2023,4000000.0
91835,"Apartemen U Residence Tower 1, 2 BR Furnished Bagus",2.0,99.0,Lippo Karawaci,Tangerang,1900000000.0,05/04/2023,13000000.0
91850,Dijual Apartemen The Nest Puri 2br Harga Murah,2.0,44.0,Karang Tengah,Tangerang,500000000.0,03/04/2023,3000000.0
91866,Apartement Cantik Mewah 4br Di Rainbow Spring Condovilla .dnst,4.0,125.0,Gading Serpong,Tangerang,3000000000.0,27/03/2023,21000000.0
91883,Apartemen siap huni 120x cicil ke developer ,1.0,44.0,Tangerang Kota,Tangerang,1200000000.0,21/02/2023,8000000.0
91901,Sale Casa De Parco Magnolia,1.0,22.0,BSD,Tangerang,600000000.0,21/02/2023,4000000.0
91920,Dijual Apartemen Skyhouse Bsd Full Furnished Siap Huni . Tnt,1.0,1.0,BSD City,Tangerang,475000000.0,01/06/2023,3000000.0
91940,Dijual Apartemen Cakep Furnished Apartemen Cdp Tower Magnolia ,1.0,22.0,BSD City,Tangerang,600000000.0,21/02/2023,4000000.0
91941,Kondominium Amartapura dengan Spectacular Golf View,3.0,108.0,Lippo Karawaci,Tangerang,1100000000.0,15/03/2023,7000000.0
91943,Dijual Apartemen Emerald Bintaro,2.0,36.0,Jombang,Tangerang,550000000.0,23/02/2023,3000000.0
91946,Di Jual Rugi Apartment 2 Bed Room di Ayodhya Tangerang,2.0,38.0,Tangerang Kota,Tangerang,350000000.0,21/02/2023,2000000.0
91950,Apartement Saumata Alam Sutera Bagus,3.0,170.0,Alam Sutera,Tangerang,5000000000.0,12/04/2023,35000000.0
91955,Dijual Apartemen Majestic Point Serpong di Tangerang,1.0,27.0,Kelapa Dua,Tangerang,490000000.0,21/02/2023,3000000.0
91961,Alam Sutera Yukata Suites Kaze Apartemen Mezzanine 3br Strategis,3.0,115.0,Alam Sutera,Tangerang,3400000000.0,21/02/2023,24000000.0
91968,Apartemen Skandinavia Type Studio,2.0,45.0,Cikokol,Tangerang,700000000.0,21/02/2023,5000000.0
91976,low rise apartemen rainbow spring 3 br di gading serpong tangerang,3.0,103.0,Gading Serpong,Tangerang,2250000000.0,10/05/2023,16000000.0
91985,Rainbow Spring Condovillas Dijual ,3.0,103.0,Gading Serpong,Tangerang,2400000000.0,21/02/2023,17000000.0
91995,Apartemen Mtown Signature Jual Rugi,2.0,64.0,Gading Serpong,Tangerang,1350000000.0,21/02/2023,9000000.0
92006,Apartemen Rainbow Spring Condovilla semi furnished dan baru,3.0,105.0,Gading Serpong,Tangerang,2250000000.0,21/02/2023,16000000.0
92018,Apartemen Brooklyn Bagus Furnished,1.0,45.0,Alam Sutera,Tangerang,1200000000.0,21/02/2023,8000000.0
92045,Hot Deal Apartemen Rainbow Spring Condovillas 3 Kamar Tidur,3.0,105.0,Gading Serpong,Tangerang,2250000000.0,20/02/2023,16000000.0
92060,Apartement baru Furnished Luas 45m2 dengan 1 kamar tidur di Apartemen Brooklyn Alam sutera Tangerang,1.0,45.0,Alam Sutera,Tangerang,1200000000.0,06/04/2023,8000000.0
92093,"Apartemen 1Br di Tree Park, sunburst CBD BSD City, furnished",1.0,32.0,BSD City,Tangerang,900000000.0,20/02/2023,6000000.0
92111,Apartment baru yg ok ,1.0,20.0,BSD City,Tangerang,600000000.0,20/02/2023,4000000.0
92130,For Sale Apartemen Yukata Suites Alam Sutera,3.0,115.0,Alam Sutera,Tangerang,3490000000.0,20/02/2023,25000000.0
92150,Hot Deal Apartemen Saumata Type Penthouse,3.0,231.0,Alam Sutera,Tangerang,8500000000.0,20/02/2023,60000000.0
92151,Apartement Studio Casa De Parco Bsd City Furnished,1.0,22.0,BSD,Tangerang,600000000.0,07/03/2023,4000000.0
92153,Apartemen Atria Paramount Residences Furnished Bagus,1.0,28.0,Kelapa Dua,Tangerang,490000000.0,20/02/2023,3000000.0
92156,Di Jual Apartemen U Residence2 Fully Furnished,1.0,31.0,Kelapa Dua,Tangerang,575000000.0,08/03/2023,4000000.0
92160,Apartement Saumata Alam Sutera,3.0,170.0,Alam Sutera,Tangerang,5000000000.0,12/04/2023,35000000.0
92165,Dijual Apartemen U Residence Tower 3 Full Furnish Lippo Karawaci,1.0,35.0,Lippo Karawaci,Tangerang,725000000.0,12/05/2023,5000000.0
92171,"Aapartemen 1 Bedroom, Semi Furnish, Marigold Navapark, Bsd City, Tangerang",1.0,49.0,BSD City,Tangerang,1600000000.0,20/02/2023,11000000.0
92178,"Auraya Apartement Type Studio Uk 23sqm, Alam Sutera, Tangerang",1.0,23.0,Alam Sutera,Tangerang,488000000.0,20/02/2023,3000000.0
92216,Dijual Cepat 2 Apartemen Saumata Alam Sutera Lantai Rendah,3.0,161.0,Pinang,Tangerang,6800000000.0,20/02/2023,48000000.0
92241,"Rainbow Spring Condovillas Summarecon Serpong, 3bedroom, Semifurn",3.0,106.0,Gading Serpong,Tangerang,2250000000.0,20/02/2023,16000000.0
92255,"Apartemen Ayodhya Cikokol,prime Tower,38sqm, 2br, Furnish, Dijual",2.0,38.0,Tangerang Kota,Tangerang,540000000.0,20/02/2023,3000000.0
92303, Dijual Cepat Apartemen Saumata Alam Sutera,3.0,161.0,Alam Sutera,Tangerang,3800000000.0,20/02/2023,27000000.0
92321,"Apartemen Skyline Paramount Serpong, 29sqm, 1br, Furnish, Dijual",1.0,29.0,Gading Serpong,Tangerang,450000000.0,20/02/2023,3000000.0
92360,"Disewakan Apartemen Mtown Residen, Tower Avery ",2.0,452020.0,Gading Serpong,Tangerang,43000000.0,02/03/2023,310000.0
92361,Apartemen Serpong Garden Studio,1.0,20.0,Cisauk,Tangerang,340000000.0,14/02/2023,2000000.0
92363,Kondominium 4BR Siap Huni di Jual Rainbow Spring Condovillas,4.0,125.0,Gading Serpong,Tangerang,3000000000.0,14/02/2023,21000000.0
92366,Rainbowsprings Condovillas Gading Serpong Gs ww,3.0,105.0,Gading Serpong,Tangerang,2500000000.0,14/02/2023,17000000.0
92370,Rainbow Spring Condovillas 3 BR Semi Furnished Gs v,3.0,103.0,Gading Serpong,Tangerang,2400000000.0,14/02/2023,17000000.0
92375,Apartement Yukata dengan sistem private lift siap huni kawasan alam sutra tangerang,2.0,92.0,Alam Sutera,Tangerang,2800000000.0,14/02/2023,20000000.0
92381,Apartemen Elevee Penthouses Residences Alam Sutera,3.0,149.0,Alam Sutera,Tangerang,3500000000.0,14/02/2023,25000000.0
92388,Dijual Cepat Apartement The Nest Karang Tengah Tangerang,2.0,46.0,Karang Tengah,Tangerang,700000000.0,14/02/2023,5000000.0
92396,Dijual apartemen green palm residence jakarta barat,2.0,35.0,Kresek,Tangerang,375000000.0,23/05/2023,2000000.0
92405,"Apartemen The Branz Bsd, Tower B. Full Furnished, Siap Huni ",2.0,62.0,BSD,Tangerang,2000000000.0,14/02/2023,14000000.0
92415,Apartemen 1BR Brooklyn Full Furnish Murahh Pake Banget,1.0,45.0,Alam Sutera,Tangerang,850000000.0,14/02/2023,6000000.0
92426,Apartemen Studio U Residence Tower 3 Lippo Karawaci,1.0,39.0,Lippo Karawaci,Tangerang,950000000.0,14/02/2023,6000000.0
92438,Jual Cepat Apartemen Saveria The Icon Murah Type 1br Di Bsd . Mni,1.0,38.0,Cisauk,Tangerang,475000000.0,01/06/2023,3000000.0
92451,Apartemen RAINBOW SPRING CONDOVILLAS Gading Serpong 3BR Ground,3.0,105.0,Gading Serpong,Tangerang,2500000000.0,14/02/2023,17000000.0
92465,"Best Price Apartemen Metro Garden Tangerang 2br Semi Furnished, Corner, Brand New",2.0,62.0,Karang Tengah,Tangerang,650000000.0,27/03/2023,4000000.0
92480,Apartemen siap pakai di Tokyo Riverside PIK 2 Teluk Naga Tangerang Banten ,2.0,38.0,Teluk Naga,Tangerang,550000000.0,13/02/2023,3000000.0
92496,Jual Rugi Apartemen Paddington Tipe Studio Alam Sutera,1.0,31.0,Alam Sutera,Tangerang,650000000.0,13/02/2023,4000000.0
92513,Harga Murah Bangettt Apartment Yukata Suites 2br Unfurnished,2.0,92.0,Alam Sutera,Tangerang,2350000000.0,21/02/2023,16000000.0
92531,Apartemen 2 Badroom ,1.0,37.0,Cimone,Tangerang,800000000.0,15/02/2023,5000000.0
92550,Dijual BU Apartemen Akasa Tower Kirana BSD ,1.0,27.0,BSD,Tangerang,350000000.0,22/05/2023,2000000.0
92570,Dijual Apartemen Strategis Murah di Apartemen Gateway Ciledug,2.0,33.0,Ciledug,Tangerang,360000000.0,13/02/2023,2000000.0
92571,"Dijual Apartment Millenium Village Tower Fairview,lippo Karawaci.",3.0,139.0,Lippo Karawaci,Tangerang,2260000000.0,13/02/2023,16000000.0
92573,Apartement Apartemen Tree Park BSD Furnished Bagus,1.0,25.0,BSD,Tangerang,450000000.0,20/02/2023,3000000.0
92576,Kondominium 4br Rainbow Spring Condovilla Full Furnish Siap Huni,3.0,105.0,Gading Serpong,Tangerang,2400000000.0,13/02/2023,17000000.0
92580,Apartemen ready siap huni sertifikat SHM ,1.0,37.0,Cimone,Tangerang,549000000.0,15/02/2023,3000000.0
92585,Jual Apartement Saumata 3br Furnished Bagus,3.0,145.0,Alam Sutera,Tangerang,5200000000.0,13/02/2023,37000000.0
92591,Jual Murah Apartment Midtown Summarecon Serpong 3br,3.0,54.0,Kelapa Dua,Tangerang,1050000000.0,07/02/2023,7000000.0
92598,Jual Murah Mtown Studio Summarecon Serpong Dekat Mall Sms,1.0,25.0,Gading Serpong,Tangerang,370000000.0,07/02/2023,2000000.0
92606,Apartemen Full Furnish Type Studio di Bsd City,1.0,24.0,BSD City,Tangerang,430000000.0,07/02/2023,3000000.0
92615,Fully Furnished Apartemen M town Residence Gading Serpong,2.0,45.0,Gading Serpong,Tangerang,700000000.0,07/02/2023,5000000.0
92625,Apartemen Type 2br Full Furnish Di M town Gading Serpong,2.0,40.0,Gading Serpong,Tangerang,700000000.0,07/02/2023,5000000.0
92636,"Unit Brooklyn Soho, Lantai 10, Hook.. Unit Terbesar Di Soho , Ready Siap Huni.. 2,35M Nego Sampai Deal !!",1.0,97.0,Alam Sutera,Tangerang,2350000000.0,25/05/2023,16000000.0
92648,Apartment Rasa Rumah Rainbow Spring Condovilla Gading Serpong,2.0,84.0,Gading Serpong,Tangerang,1770000000.0,07/02/2023,12000000.0
92661,Dijual Apartment Metro Garden Karang Tengah Tangerang Banten,2.0,62.0,Karang Tengah,Tangerang,700000000.0,07/02/2023,5000000.0
92675,Apartemen Skandinavia Semi Furnished 2BR junior,2.0,44.0,Tangerang Kota,Tangerang,1200000000.0,07/02/2023,8000000.0
92690,Serpong M Town Residence Siap Huni Mudah Akses di Gading Serpong ,2.0,45.0,Gading Serpong,Tangerang,833000000.0,07/02/2023,5000000.0
92706,Apartment 2BR Fully Furnished Strategis Roseville BSD City,2.0,60.0,BSD City,Tangerang,1280000000.0,26/03/2023,9000000.0
92723,Serpong M Town Residence Siap Huni Harga Terbaik Gading Serpong,2.0,45.0,Gading Serpong,Tangerang,833000000.0,07/02/2023,5000000.0
92741,Jual Apartemen Sky House Bsd City Tangerang Murah Nyaman Bagus,1.0,20.0,BSD City,Tangerang,550000000.0,07/02/2023,3000000.0
92760,Apartemen Brooklyn Alam Sutera Unit Hook,1.0,97.0,Alam Sutera,Tangerang,2900000000.0,07/02/2023,20000000.0
92780,Apartemen Soho Brooklyn Alam Sutera Tower A,1.0,97.0,Alam Sutera,Tangerang,1400000000.0,07/02/2023,10000000.0
92781,Apartemen Paddington Heights Alam Sutera South Tower Lantai 6,3.0,95.0,Alam Sutera,Tangerang,1700000000.0,07/02/2023,12000000.0
92783,Disewakan Apartemen Casa De Parco Full Furnish,2.0,66.0,BSD City,Tangerang,60000000.0,07/02/2023,430000.0
92786,Jual Apartemen Akasa Bsd City Tangerang Selatan Murah Siap Huni,1.0,22.0,BSD City,Tangerang,450000000.0,07/02/2023,3000000.0
92790,Apartemen 2 BR Serpong Garden Tower Cattleya,2.0,35.0,Cisauk,Tangerang,450000000.0,07/02/2023,3000000.0
92795,Apartemen Studio di Serpong Garden Tower Cattleya,1.0,20.0,Cisauk,Tangerang,250000000.0,07/02/2023,1000000.0
92801,Jual Apartemen M town Residence Gading Serpong Murah Siap Huni,2.0,38.0,Gading Serpong,Tangerang,775000000.0,07/02/2023,5000000.0
92808,Apartement Paddington Heights Alam Sutera South Tower View Kolam Renang,3.0,95.0,Alam Sutera,Tangerang,1700000000.0,07/02/2023,12000000.0
92816,Dijual Apartemen Type Studio Siap Huni Di U Residence Area Lippo Karawaci,1.0,32.0,Lippo Karawaci,Tangerang,625000000.0,07/02/2023,4000000.0
92825,Apartemen Soho Brooklyn Alam Sutera Corner,1.0,97.0,Alam Sutera,Tangerang,1400000000.0,07/02/2023,10000000.0
92835,Apartemen B Residence Full Furnish Siap Huni Dekat Prasmul,1.0,21.0,BSD,Tangerang,700000000.0,07/02/2023,5000000.0
92846,Apartemen Mewah Full Furnished di Rainbowspring Gading Serpong,3.0,105.0,Gading Serpong,Tangerang,2500000000.0,07/02/2023,17000000.0
92858,Apartemen Casa De Parco Siap Huni Dekat Universitas Atmajaya,1.0,31.0,BSD,Tangerang,550000000.0,06/02/2023,3000000.0
92871,"Dijual apartemen U residence, FULL FURNISHED!",2.0,96.0,Lippo Karawaci,Tangerang,2000000000.0,21/03/2023,14000000.0
92885,Apartement M-Town Residence Furnished,1.0,28.0,Gading Serpong,Tangerang,675000000.0,06/02/2023,4000000.0
92900,"Dijual BU FURNISH
Apartemen Green Palm Residence
2 bedroom luas 35m² (hook) lantai.15
View pool & city
Full furnished
Ppjb siap ajb
Harga BU 330jt nego
Turun 310jt sampe minggu ini aja
DW",2.0,35.0,Cipondoh,Tangerang,350000000.0,06/02/2023,2000000.0
92916,Dijual Cepat Apartemen Soho Brooklyn Alam Sutera ,1.0,81.0,Alam Sutera,Tangerang,1800000000.0,06/02/2023,12000000.0
92933,Dijual Apartemen Lloyd Signature Alam Sutera Furnished Nego,4.0,136.0,Alam Sutera,Tangerang,3800000000.0,06/02/2023,27000000.0
92951," Apartemen, Ayodhya Residences, 2 Kamar Tidur Bagus",2.0,50.0,Alam Sutera,Tangerang,899000000.0,23/05/2023,6000000.0
